annotation_id	well	score	is_outlier	n_outlier_cells	n_infected_cells	n_non_infected_cells	serum_background_intensity	serum_background_variance
H03_0001	H03	1.03937019200692	0	12	426	102	3810.4492	159.14856
H03_0002	H03	1.0378773625298237	0	9	363	128	3814.1802	157.73474
H03_0003	H03	1.0437463368653654	0	11	435	83	3745.8882	136.656
H03_0004	H03	1.0449703776797161	0	15	351	121	3617.9272	144.13574
H03_0005	H03	1.0414049953348965	0	10	330	52	3802.4688	157.87817
H03_0006	H03	1.0376986537856074	0	5	333	90	4141.3037	144.76685
H03_0007	H03	1.051267897798863	0	10	428	131	3770.2595	130.0166
H03_0008	H03	1.0404258515305669	0	4	329	75	3789.8025	151.00171
H04_0000	H04	1.298125243323627	0	6	322	145	3889.1912	138.2909
H04_0001	H04	1.288322992986466	0	12	449	171	3799.6462	161.65027
H04_0002	H04	1.2924681016914967	0	6	316	104	3999.008	143.57825
H04_0003	H04	1.288570517561154	0	7	358	66	3861.0674	138.8794
H04_0004	H04	1.2600162722980504	0	11	397	135	3720.2512	148.80823
H04_0005	H04	1.279849013304678	0	5	276	77	4035.827	155.30933
H04_0006	H04	1.2845767643422483	0	5	267	107	4455.4053	162.75171
H04_0007	H04	1.2576143650167921	0	9	376	119	4034.2336	151.08362
H04_0008	H04	1.2642872393603997	0	10	298	91	3871.3164	142.20215
H05_0000	H05	1.090225558999757	0	9	341	129	3940.7307	130.14294
H05_0001	H05	1.1313055057998644	0	18	439	136	3839.5532	177.36536
H05_0002	H05	1.1179631513134363	0	21	486	205	3849.2153	131.72253
H05_0003	H05	1.1135578582661112	0	15	484	244	3754.7104	149.00037
H05_0004	H05	1.1220486951960484	0	15	394	122	3798.4126	143.72144
H05_0005	H05	1.090158793195078	0	13	465	113	3906.0073	161.83691
H05_0006	H05	1.0827239150021002	0	8	350	99	3993.9995	140.55518
H05_0007	H05	1.0996113601694477	0	9	441	182	4012.8633	181.89844
H05_0008	H05	1.1085465309515974	0	12	391	155	3888.6697	150.88745
H06_0000	H06	1.0525272157096928	0	15	534	178	3850.9656	169.93042
H06_0001	H06	1.0418099799424967	0	21	519	171	3902.4878	157.68774
H06_0002	H06	1.0444399057450062	0	29	298	134	3956.5757	170.54382
H06_0003	H06	1.0483740883063524	0	22	513	176	3968.6492	147.31958
H06_0004	H06	1.0446512179878962	0	19	465	204	3675.0093	170.87317
H06_0005	H06	1.0415109096222845	0	11	362	122	3948.395	143.83643
H06_0006	H06	1.0552509640816492	0	23	385	125	4113.9214	156.0669
H06_0007	H06	1.047929891447573	0	24	495	150	3893.4243	134.55017
H06_0008	H06	1.0340998881753736	0	17	498	103	3972.4731	139.45508
H07_0000	H07	1.0143946216799482	0	25	535	123	4002.5586	166.15063
H07_0001	H07	1.0164866363988987	0	23	567	175	3821.7642	150.48022
H07_0002	H07	1.020259510004472	0	23	533	197	3882.1309	140.61792
H07_0003	H07	1.0203801665394496	0	17	479	136	3867.8584	159.88684
H07_0004	H07	1.0215861173388487	0	21	546	150	3711.3687	131.16602
H07_0005	H07	1.0276236663236753	0	18	610	146	3843.9253	140.53271
H07_0006	H07	1.029473460756317	0	14	332	53	3967.4705	139.56665
H07_0007	H07	1.0160905448668585	0	10	392	113	3829.6387	138.53809
H07_0008	H07	1.010523627759524	0	14	442	127	3907.284	137.42017
H08_0000	H08	1.0390493124905469	0	17	545	194	4085.1162	169.01465
H08_0001	H08	1.050027547496947	0	31	622	160	3746.211	154.74939
H08_0002	H08	1.0588329550144715	0	24	582	160	3840.6238	132.47803
H08_0003	H08	1.0584241585391567	0	30	290	95	3692.152	121.86694
H08_0004	H08	1.0407994545386	0	10	529	129	3787.4875	141.55273
H08_0005	H08	1.0486637606706872	0	20	523	171	3758.8167	135.40527
H08_0006	H08	1.0422406955033405	0	15	340	102	3979.4424	134.01904
H08_0007	H08	1.0293940234387735	0	8	497	91	3838.946	140.78833
H08_0008	H08	1.035226190163631	0	13	587	195	3822.205	142.797
H09_0000	H09	1.0380435438172309	0	22	576	182	3846.7725	130.18787
H09_0001	H09	1.050131641690881	0	11	497	199	3548.0142	169.1836
H09_0002	H09	1.045576273480196	0	12	541	120	3871.0698	153.01648
H09_0003	H09	1.0648721704759758	0	9	482	132	3764.6016	150.24268
H09_0004	H09	1.0709973975514495	0	22	438	125	3731.745	129.45483
H09_0005	H09	1.0398261401756304	0	14	451	153	3800.38	138.4668
H09_0006	H09	1.0447116087922823	0	12	494	96	3956.3555	148.93555
H09_0007	H09	1.0554198156318968	0	14	453	183	3859.4976	137.30066
H09_0008	H09	1.0527071408994682	0	10	487	136	3926.9697	166.07007
H10_0000	H10	1.0609554180192196	0	22	488	130	3892.381	139.63306
H10_0001	H10	1.06365208160143	0	24	608	192	3714.4656	180.70117
H10_0002	H10	1.0587395295207203	0	19	458	134	3858.2842	134.13464
H10_0003	H10	1.0498071860180032	0	20	405	126	3705.9077	132.02942
H10_0004	H10	1.0686652642606889	0	13	455	163	3631.7073	119.970825
H10_0005	H10	1.0592722054134671	0	13	469	141	3776.7031	152.17664
H10_0006	H10	1.0619669001942462	0	15	443	141	3927.311	127.99255
H10_0007	H10	1.0666523811704487	0	11	448	117	3860.689	126.2345
H10_0008	H10	1.0573293713291074	0	16	549	155	3922.399	126.230835
H11_0000	H11	1.0886943463709315	0	7	398	178	4000.7715	146.56958
H11_0001	H11	1.123145176595491	0	13	487	115	3968.4692	195.34766
H11_0002	H11	1.123166669078273	0	35	586	266	4094.899	206.61865
H11_0003	H11	1.117459272792765	0	13	384	171	3972.814	163.05273
H11_0004	H11	1.1175498442899567	0	9	501	75	3826.0532	166.98413
H11_0005	H11	1.0896851191290882	0	12	392	99	3915.1396	140.8263
H11_0006	H11	1.0970369709473684	0	6	375	152	4155.4893	169.64844
H11_0007	H11	1.1192514336350365	0	11	489	175	3929.647	164.08374
H11_0008	H11	1.102444773203201	0	8	429	83	3979.0942	148.19177
H12_0000	H12	1.0556636881207742	0	11	489	170	4001.4424	170.14246
H12_0001	H12	1.060438706918957	0	12	469	186	3859.3472	144.53308
H12_0002	H12	1.0750071387272617	0	15	441	181	3969.3062	160.03711
H12_0003	H12	1.0494258429720298	0	14	564	106	3874.7722	135.66113
H12_0004	H12	1.0598270338506215	0	28	628	219	3790.9688	149.58923
H12_0005	H12	1.052799159803357	0	27	568	156	3916.758	140.12549
H12_0006	H12	1.067254210412643	0	20	495	127	4028.4646	138.47351
H12_0007	H12	1.0551359050331313	0	17	598	184	3925.6494	144.74976
H12_0008	H12	1.0528825972546232	0	14	571	179	3984.7905	145.30652
